it,time,Mass,Momentum,Epot,Ekin,Etot,L2norm,incomp_error,rho_1,rho_2,rho_3,rho_4,rho_5
64,12.8,31.415814824523,-1.48566508019425e-14,7.74308753768925,150.236270114648,157.979357652337,4.43719449327736,0,24.0099759496541,16.5394528185427,2.77695705015856,2.1262637818768,1.55164961556012
65,13,31.4158129262456,-2.05049583534204e-14,8.37451520661412,149.538524903813,157.913040110427,4.43719403253997,0,24.9494950529546,17.3021065056925,2.90190641074809,2.53284554730473,1.83735430699095
66,13.2,31.4158153888561,-2.31488537886632e-14,8.84657454607442,148.986960614229,157.833535160304,4.43719496856172,0,25.569008584381,18.1807257608603,3.0260678638971,3.00132340439706,2.16792086191008
67,13.4,31.4158145751655,-2.17144508382493e-14,9.14797036573526,148.602581167384,157.75055153312,4.43719494048892,0,25.8692573420685,19.1800953968033,3.13624194934294,3.54184227375318,2.54238817543159
68,13.6,31.4158117302422,-2.15415901680599e-14,9.28695918222423,148.386765651675,157.6737248339,4.43719399077017,0,25.8743793342214,20.2829911257414,3.21556531875376,4.16368654237408,2.95310352991933
69,13.8,31.4158147085285,-2.47812375559197e-14,9.2887219841384,148.32224176285,157.610963746988,4.43719509019776,0,25.6297413599062,21.4531935988122,3.24059704312951,4.87268030138079,3.38292755277718
70,14,31.4158110882923,-2.25434156778029e-14,9.19020322533569,148.377018813685,157.567222039021,4.43719408557804,0,25.1981584558809,22.6414168290052,3.17955064851333,5.66820297725668,3.80189553761492
71,14.2,31.4158121742068,-2.26430447340204e-14,9.03356831361534,148.510871708042,157.544440021657,4.43719418663084,0,24.6544973746404,23.7916342382648,2.99252810056924,6.54040984245014,4.16580685407205
72,14.4,31.4158153841755,-2.44201886684306e-14,8.86031473462618,148.681289961922,157.541604696548,4.43719479093412,0,24.079759013486,24.8469875111784,2.63571630121556,7.46647393394362,4.4161386367166
73,14.6,31.4158115283829,-2.29129798692423e-14,8.70659852462381,148.848984129889,157.555582654512,4.43719434346359,0,23.5543785821412,25.7532084210185,2.06791944212697,8.40719903437335,4.48411734936337
74,14.8,31.4158157575829,-2.05525376142423e-14,8.60037816075252,148.982068710167,157.58244687092,4.43719449664502,0,23.1512957511636,26.4595674434019,1.25839517269698,9.30500904937814,4.29912389636215
75,15,31.4158125289929,-2.22862534985063e-14,8.56107043640529,149.05678809839,157.617858534796,4.43719455034171,0,22.9304193322364,26.9191696687576,0.195375732037709,10.0839702823499,3.80093952970549
76,15.2,31.4158094814101,-2.27154248175972e-14,8.59985052225129,149.058290137962,157.658140660213,4.43719361216752,0,22.933125849325,27.0881804951988,1.10765297915079,10.6551879059062,2.95536225605675
77,15.4,31.4158136476196,-2.29640716929436e-14,8.72128148092648,148.979037121173,157.700318602099,4.43719372707771,0,23.17926561248,26.9276092020437,2.60751343551905,10.9266617510693,1.76858585190082
78,15.6,31.4158123071406,-2.52325486652812e-14,8.92460506130125,148.8171958141,157.741800875402,4.4371933529149,0,23.6657846517158,26.4070708408376,4.23100365660874,10.8177675312444,0.296493149956524
79,15.8,31.4158075994767,-2.31480022582682e-14,9.20422382725012,148.575982698263,157.780206525514,4.43719397681858,0,24.3671426425378,25.51068979028,5.87983203708732,10.2755054765768,1.35566649434422
80,16,31.4158024630328,-1.79570729702163e-14,9.54945636732779,148.263372262076,157.812828629404,4.43719692944497,0,25.2379575684869,24.2438061721771,7.44144045598195,9.28821589081456,3.04516610638997
81,16.2,31.4157423963643,-8.97444913921205e-14,9.96233282834743,147.876548569568,157.838881397915,4.43666239246845,0,26.2491993684934,22.6302022177453,8.78377668237218,7.91263142668752,4.61279505669055
82,16.4,31.415791465568,-8.50985415568825e-14,10.3836335169625,147.465665255704,157.849298772667,4.43667549307203,0,27.2658388870377,20.7560031687448,9.85983756374532,6.18518561106151,5.91402240087696
83,16.6,31.4157717320653,-9.66589181996962e-14,10.7974283846037,147.045309270218,157.842737654822,4.43668483075451,0,28.2425751558464,18.6905111528235,10.5845522936415,4.23805405095515,6.83221546440475
84,16.8,31.4157857827313,-8.95605608267959e-14,11.166039036997,146.65024090767,157.816279944667,4.43669060747664,0,29.1060943718734,16.5389123576923,10.9365049043388,2.19526897660358,7.30210295973819
85,17,31.4158437786953,-9.04665891670989e-14,11.4488260134511,146.320317244206,157.769143257657,4.43669087329539,0,29.7912892609261,14.4124236970791,10.9344723385941,0.176418837642127,7.3084686010753
86,17.2,31.4159224891616,-8.90223936171422e-14,11.6071215246489,146.095529378987,157.702650903636,4.4366871918019,0,30.2461653859237,12.4161082464347,10.6258749955171,1.71828762350226,6.88053133503513
87,17.4,31.4159895528204,-8.87975895928565e-14,11.6100323491747,146.011610430387,157.621642779562,4.43667680371124,0,30.4354857545321,10.6367449315707,10.0725028001608,3.41363685731713,6.07905588622596
88,17.6,31.4160936960253,-8.83616060306054e-14,11.4395647824607,146.093694221582,157.533259004042,4.43668311316083,0,30.342572782431,9.13291664698203,9.33677677181099,4.85930679742586,4.97963452596767
89,17.8,31.41622608047,-9.28440620299993e-14,11.0948468751679,146.351584053064,157.446430928232,4.43671249833511,0,29.970729157467,7.92905442193493,8.47241139952828,6.02779450931528,3.660780925132
90,18,31.4162071062653,-8.61067535445881e-14,10.5941977963485,146.775282395225,157.369480191573,4.43672397026369,0,29.3440042563732,7.01796225003995,7.51890895303287,6.91066005942941,2.194924601403
91,18.2,31.4162358101612,-8.97172424194798e-14,9.97041432336805,147.340863444311,157.311277767679,4.43675664856209,0,28.5019028246637,6.3628433331705,6.50598654535318,7.51298342777793,0.646225266374398
92,18.4,31.4162163035572,-8.50167946389604e-14,9.26960160220493,148.006634790482,157.276236392687,4.4367914110143,0,27.5014015548471,5.91163129695068,5.45388788186253,7.84809150608626,0.930849705967285
93,18.6,31.4160827700436,-8.39540847059734e-14,8.54272471379631,148.723705044964,157.26642975876,4.43679877844492,0,26.4103181450005,5.60466114466766,4.38098980690955,7.92861619620496,2.49070371561586
94,18.8,31.4159984857593,-8.2482640183376e-14,7.8390217694558,149.442026436381,157.281048205837,4.43682212064732,0,25.3020518013171,5.38689464856594,3.30179314798916,7.76663915698308,3.98962003295305
95,19,31.4158630633136,-8.6733479915324e-14,7.20265015774683,150.113521785831,157.316171943577,4.43686269583725,0,24.2529586599189,5.21628603423792,2.22833359327074,7.36795570951818,5.38504588608124
96,19.2,31.4154776813248,-8.80959285473586e-14,6.66888165842987,150.697236524356,157.366118182786,4.4368687018797,0,23.3357206216268,5.06705793657924,1.16745089128852,6.73687063084582,6.63025721474382
97,19.4,31.4151341725338,-8.18559138126401e-14,6.26060549206291,151.166334151794,157.426939643857,4.43692890210788,0,22.6094133327925,4.92568474271981,0.126027081769205,5.87402171162387,7.67594618279043
